Age,Income,Loan_Amount,Credit_Score,Savings,Financial_Status
38,36593.982022986165,8195.337830625589,479.6491059922246,11938.23252621158,Medium
43,43617.09566750481,8173.772491814421,449.67475367519876,14983.348149146126,Medium
39,41222.959975365644,8413.024412939589,400.60847694320597,13908.980602236237,Medium
28,30169.17620044438,3811.1115996256394,236.53898106740763,9628.562285588905,Low
51,47234.4133468971,11173.421060650997,425.0010096687827,14020.091269630133,High
47,41385.426612762145,6765.8036064900425,466.37266923632444,17063.831262327443,Medium
47,59515.85895452855,7744.537220606833,523.3435123304098,17081.45990044355,Medium
30,27580.078301997233,5514.171537825445,283.8530996469663,8537.165081710193,Medium
54,57496.06219335993,14283.63682991943,560.0731249602685,13849.335587876816,High
25,16961.793447384014,6569.6507370969875,321.3248636359291,5316.2899824055685,Low
45,43601.93640047662,11154.385008535579,520.075815661518,17594.453145996635,Medium
61,60364.00308008779,15034.15406668629,631.4407943800891,21152.03515475528,High
30,32364.075349639163,13205.664271621747,308.50532393286716,8939.880651839912,Medium
34,20387.729295040306,6883.178135116868,264.0683475498462,9602.480377437008,Medium
40,40830.70306539165,10840.80184625971,368.490267791153,6695.439717432966,Medium
34,28251.292723160535,8825.270508803882,325.96220959909635,9946.796686865724,Medium
24,25621.72855597462,6792.065006615052,197.3834194282924,3626.654536337478,Low
40,34818.354015809186,11548.479236080362,412.4226631476382,12476.998429475274,Medium
29,24722.586520372093,4961.373938031047,385.58240917430504,12255.741740284322,Low
44,42631.86194803366,7802.629952127241,515.8880796330808,10258.645341082676,Medium
30,24738.352651984023,6639.531026963723,312.19399309156034,9715.760281164103,Medium
55,52622.32776632323,10634.600456156226,588.9717036012414,19493.33928602978,High
32,26033.12115728342,7037.001705996347,283.569784232194,10260.886185816753,Medium
36,26834.147741506364,10325.497570106023,433.2044675334401,9228.051114449228,Medium
48,53089.7852621468,8643.706554587443,401.901670202741,14431.15921581634,Medium
27,20519.75653588036,4790.642074812539,315.6414080543081,10971.74613668363,Low
42,41106.59556196008,8748.622007053154,444.7794855099887,13387.733579692325,Medium
53,56764.45540746892,10143.363147949662,492.2070306622788,15889.888252318971,High
23,19925.279487419786,771.9883439730256,219.5606621631031,10368.429378634879,Low
41,36874.17050127231,7039.74471460212,353.287364842197,13844.75360985127,Medium
42,43131.19044333711,9774.746484475008,365.4179976098884,8991.29271315016,Medium
47,52589.66911363576,12275.093501865293,390.4472999688035,15994.237985945985,Medium
27,21153.423674567654,3090.7628649245466,308.37569511003556,10948.6762643468,Low
26,25249.260839912804,2881.4352015383142,320.267248471334,4088.050838737536,Low
45,36337.52702516336,9060.467605434671,341.9096068093287,6693.781512400134,Medium
42,40033.99498158905,4248.809870244327,511.9152758075753,9474.201993664945,Medium
42,42171.02342269038,7510.059594025745,419.399588168158,12292.500936949156,Medium
43,38726.87679122467,5127.915880897213,444.4926602438419,15929.365035143805,Medium
33,30715.040830873844,9338.12259968493,256.3793582207462,7227.143897450614,Medium
42,34958.86615846275,6861.337691299192,486.0412875082433,14265.360799963402,Medium
42,42385.393056907466,11705.668372678054,430.0125046583417,3922.8565956545644,Medium
32,37278.47124441575,8627.042706916678,376.94131198856496,10140.920161080241,Medium
58,52514.28065114768,10307.365404605167,641.0429160323872,16179.77863834371,High
44,40886.641167238085,6656.080726307845,506.7437211360635,19495.7963449182,Medium
28,30512.731232270908,5212.908501664822,247.58596120738986,2723.7411383020362,Low
46,52060.45359661368,8990.706751483594,449.6018996053398,13756.495551587313,Medium
30,22534.050938955344,6692.293887904802,269.41489626352427,3305.335945126766,Medium
47,46156.07631292025,7846.913420939642,514.7548231370641,12450.876800512648,Medium
51,52415.65411159763,11692.789747044406,526.644461468187,10196.535103188118,High
31,30489.71804685576,6730.656109999799,363.4572432006619,16202.366220272483,Medium
49,36616.03966561456,9119.209686568272,545.6369401528616,13633.356395817036,Medium
44,46505.45004654386,7375.918689163954,353.6370254530546,12566.911520069949,Medium
48,55596.68175545322,9230.230033802629,547.5385065276936,14271.798824684089,Medium
58,58583.308755847516,9966.197496344861,627.5430478882859,14003.169621637247,High
37,31844.469733528684,7516.877389767175,351.5387558407251,14265.716200982328,Medium
32,29434.363768178584,6570.877370439819,337.48963832648144,11520.582436459026,Medium
31,39849.565338277964,6723.414566952679,303.8165214208648,12053.815088015343,Medium
31,35549.81270430279,9732.484819343708,340.8027839315588,5646.114353891131,Medium
39,42200.13309192165,7535.110560600855,371.4301809647562,15105.945645732154,Medium
43,44782.06291767188,10609.195734248964,453.9463620584554,15959.523837978923,Medium
42,38694.314439045134,8859.174793951403,423.3652652329676,11902.820895027548,Medium
48,46997.14409672116,9123.511396203092,458.39030482523475,17085.063226630693,Medium
40,39610.386321607424,7761.681460097532,409.50681224510294,12818.014869882862,Medium
54,56747.87158032222,10682.3471816639,675.3234786744379,11418.001403577073,High
37,44544.594471334516,7959.535415456433,335.7231685087159,10551.582294263879,Medium
67,72591.69068396564,11481.35846956206,657.5028204369215,18655.469886661056,High
46,38903.078221019794,6269.319233110065,426.5943800183485,14056.257864143683,Medium
31,32119.974844505243,7508.594786948551,281.8391807236208,12363.378863199923,Medium
29,32683.816725839486,7596.247665162518,330.7887176692679,3775.975993408363,Low
44,47094.30165072318,10291.271665605605,475.7941229818034,11869.26627587869,Medium
37,33853.8311830629,7709.944037112945,369.7068248339345,8634.48770111598,Medium
47,61570.546078841806,10934.449254906578,521.3148292634556,11763.326084067881,Medium
44,37614.5771883444,10226.858052034284,479.6721647747155,10730.672853499298,Medium
39,33584.05776666975,9375.25871790991,381.8832906986893,11904.511066441311,Medium
31,32167.97540630788,4480.918357315773,233.3067629102897,10869.526358512017,Medium
24,34584.01527481926,2606.096405690738,281.48915039745015,8244.974876668577,Low
35,30819.025746479147,6222.861506495458,358.48323105009877,11057.004622677468,Medium
48,46670.85817176504,9565.23178091469,481.1111731850296,16265.233463476929,Medium
42,47386.468365078465,7916.157745735421,396.69759899951424,19740.978400531167,Medium
27,26910.68922556133,1646.619337324249,307.2324474558158,8507.67424294166,Low
41,39326.98072734852,11643.385224270285,427.424812621425,15363.415208439821,Medium
43,45828.1645094336,8051.908022228529,418.15859785988516,15792.55030371356,Medium
31,32362.589951147966,6545.408833153907,248.72727263905443,14633.382489091851,Medium
41,46152.19392818396,10689.097981526118,463.39645509400384,13981.556594850215,Medium
40,46457.34444532682,3310.0554609575893,430.24526115779383,9467.051457078196,Medium
28,29535.015300026807,4576.612256176576,292.7701449972798,9314.645763065635,Low
43,44458.663626891546,7825.765452840391,297.16130024430015,13653.416230252642,Medium
45,46070.55491143067,8327.37990909871,448.105287144197,15945.547826363329,Medium
50,52445.652783246434,9653.026818572094,487.93981482621683,12379.809991501736,High
50,50275.853189357316,12894.26959688969,469.075215747283,18798.963221878857,High
26,25996.95758838855,6546.917751454445,297.7117639282142,7815.71144742036,Low
30,35983.13560413621,7916.070537257659,335.74300170836386,11518.137761795195,Medium
45,52580.58090177522,9094.240543621847,471.8412358596194,14429.019474220899,Medium
45,37462.23527683289,6201.253907708998,501.89454573838714,13867.772334960006,Medium
45,45050.10575870285,4840.605929707986,398.88507429830787,14201.56923145131,Medium
78,74556.52783277382,12541.184553536737,757.3172971615347,25415.97603414367,High
45,43445.14266756964,9719.531408332039,453.7396131592903,19375.964382214257,Medium
51,53012.581048676606,10263.539425395269,478.89989903860425,9247.867845513138,High
49,52347.19185771234,9379.672704887986,526.358461085177,16320.008846772165,Medium
46,45439.36778194328,8462.846186519726,433.88995759341526,13931.903388002242,Medium
36,26433.298326385986,11223.443150885494,424.91850022233774,10268.680298386187,Medium
47,42174.7720971191,7754.192818047051,423.4420299124905,7010.1653306173985,Medium
32,36482.49835100083,8255.638912232118,426.59918247503083,11340.623043765052,Medium
37,23297.867889825342,7403.825872041988,471.46486778012115,10725.088089356059,Medium
35,40937.13575841,6878.1209764280065,345.26234268423275,7996.714596970881,Medium
40,42606.14995322271,10353.275097233487,457.3085225462874,12127.439918152455,Medium
63,69580.88040765011,15525.060765382888,609.9785969745697,18021.62930680536,High
21,20007.154065595198,3720.9010862303235,260.66432491156723,1072.8204989455262,Low
46,35692.97287988548,10798.405438484284,451.20108342716145,14064.554157474377,Medium
23,25151.81320753249,5327.7827243001075,165.72800507457578,8640.220589100041,Low
35,41373.265620191705,7014.87427761983,173.35909061605506,8852.29975595782,Medium
50,54623.6090275671,10408.509885314052,486.5643276964695,15785.13849805537,High
40,36686.54258255982,6623.982370310325,413.9531254342646,12324.335923680492,Medium
29,29433.805377313234,5187.801213337831,356.51582130181083,11836.476667712326,Low
32,29335.818656100382,5238.729440494588,321.8312516075695,9288.922818993979,Medium
46,41903.66767905314,11002.753432857839,510.14550673587945,16203.275517480692,Medium
32,36776.94285589925,6209.597768917875,297.30292263892363,8659.941732543426,Medium
42,36012.33844367419,5804.571950769923,403.13605152342774,18501.965884485566,Medium
40,35530.917847091936,6553.1255536738245,452.7017841264293,10689.475204080338,Medium
33,27479.871832638073,201.47070957564392,206.7662757665364,7845.002627003096,Medium
61,53548.76238350477,11211.014796235702,610.6491914451458,17998.523641668187,High
46,46732.07145921302,9275.290130194298,440.00193252220674,11615.943283468281,Medium
19,24807.515242409878,3527.7283022660527,258.03056024261423,1954.030698318496,Low
41,40075.61621877367,12160.308703062785,383.587685251009,14482.807062773623,Medium
33,25471.260997179168,7749.812081830074,355.8292484785047,712.0538589459047,Medium
48,52199.72269871014,10660.903706178302,526.0758484667347,12247.399932001816,Medium
32,40428.508770174856,3113.4619308594442,245.37020029347948,5574.70825634474,Medium
38,34768.788379267025,6870.715891765734,373.03148458630494,11826.508200581586,Medium
45,42607.22866641141,8026.674385352609,428.4181782957031,6932.652990806396,Medium
48,50578.30315041697,8027.837602383985,527.3146623414797,16043.552534834762,Medium
27,35109.36873892526,3800.2386689733066,303.7540920406097,10068.269780482568,Low
36,33400.82927137387,3583.7540921167524,348.3398984970409,5902.1458642947755,Medium
35,28337.751095008975,4448.293590637343,297.6295974791974,11071.808108498753,Medium
33,36157.093031362034,8348.186805529898,381.9073348010045,11448.177851460587,Medium
57,60995.3403657115,11114.170616013635,566.6173611700609,19920.901123248565,High
44,44030.65725217613,7787.195163451332,359.0811717166269,8793.211990150616,Medium
27,24209.33370171275,5389.177330694584,193.3809800515038,3271.216072490266,Low
49,53971.89365496023,12134.781357402302,511.8816715036488,19207.947665010273,Medium
61,63640.18002273982,12208.421041751571,546.209690361724,15834.330884041143,High
50,46157.82241548254,11080.748261862076,592.9823746801807,13417.787474974339,High
24,24245.473656528357,3106.7903152234853,193.14648578203347,9099.283571258633,Low
35,28241.462339876765,5762.7400985065615,349.9819637321362,6992.396930191557,Medium
52,55429.4522821896,11107.953770127351,527.9555983080153,14802.451760741622,High
32,30688.83215308572,10185.307416674228,283.53111303815774,12275.232878259176,Medium
44,41821.44583807632,11659.549719029748,328.00864847110154,8936.693347972436,Medium
47,46835.62757423783,10565.656138912278,479.54475488081135,12599.987011813473,Medium
30,30201.53849665124,6302.867520321436,262.33800049488707,5619.829140032714,Medium
39,43474.650307827804,10602.138711254342,395.82692138082217,9378.193743324793,Medium
7,9955.452656626108,2989.3566460902475,63.88344738806455,5656.945740392016,Low
29,28217.953606035986,1212.6759552586773,303.1645624035902,12915.1909018982,Low
37,40818.34074859498,5292.138304289556,448.09350603280296,11873.502388276389,Medium
27,29003.686268458066,6076.280650715863,242.69084936364388,9696.629053882418,Low
56,53867.00181856981,7626.0648688980555,536.5577672828751,18314.564703702275,High
25,24376.40920881757,3204.821990486276,166.7101348623055,5482.992071732464,Low
35,34258.88555578439,5600.3701126840515,340.2408024450353,11214.45151255053,Medium
41,43526.30671587101,7687.668187508332,430.4934994637483,8414.07482957822,Medium
54,52164.88692639179,10225.139583547585,515.8252561214487,13324.291530256145,High
25,23047.954067891835,4421.759145666346,270.8215250202746,7239.595360767683,Low
51,60843.786547169795,11850.615034480626,501.1245737255405,12117.087019057917,High
40,44698.67740873552,7469.552269098931,334.8866881015505,8181.818750492404,Medium
30,26196.996677874304,5230.739735857533,315.5992535591552,6864.306517629153,Medium
44,46854.70496971099,6101.655791712968,429.70839332174916,16639.001175575682,Medium
41,41591.750328275884,10248.69240397165,416.1378910704679,16971.41746168115,Medium
33,34957.75587630047,5257.004972105027,301.6525058394792,9802.319919137208,Medium
40,40686.70662282552,5825.93934399745,367.22987385045525,13746.596773634456,Medium
36,41948.21322742618,7626.181149737942,367.87054037764824,9109.517633565783,Medium
41,42728.10172325723,6666.117475233874,398.47000439789326,6103.05962034135,Medium
46,45689.55650892857,8148.094520411411,546.2139124584633,11119.432558094833,Medium
55,60210.95288491509,11516.920348638138,589.9365256080582,15574.967901977398,High
27,28166.42520543936,4747.034752440887,297.2502129733844,8522.907845998396,Low
61,61607.39289664529,16823.21875060127,601.1259599249292,17997.071685245442,High
20,21570.11301243057,3850.342913361604,98.69882757617454,5155.0631564476,Low
38,37531.95488316817,8835.676437758444,339.62025361911606,9676.100903983532,Medium
45,45046.13496497735,5116.61190501411,417.63532737078407,14531.587634136795,Medium
42,39066.527056190636,6678.70173617054,406.2507806855043,8508.324664879083,Medium
33,29244.163901880605,4426.172610166575,328.33202503050234,12306.188133994465,Medium
37,32007.1480675878,5491.240553394742,402.80374827427477,9340.947333700788,Medium
35,28040.08356601462,7831.075987674005,363.65727805350326,16701.294758081836,Medium
34,29601.413193077216,8871.13013555482,397.9601595734952,9254.05338072085,Medium
48,47128.66482766537,10289.261009269021,464.4049013240375,12959.47282987986,Medium
43,43515.587912228184,8146.710752867382,442.85814720850806,11211.941432673284,Medium
33,31643.517184261797,5338.289922575161,347.19221138894005,8489.392172333608,Medium
48,36221.48254936321,11827.199502373018,492.28631421792943,16221.684175274197,Medium
43,50872.93178881171,12742.510908309723,494.0945123970071,12773.171395828585,Medium
48,53432.40061445191,9870.111409567382,520.1887161373596,17361.244997884478,Medium
46,48228.799256085644,11078.726128143146,394.0298390249289,15193.264400801338,Medium
31,40537.45336276634,6886.74069959095,304.283445047033,9394.477378451853,Medium
34,29113.17941258145,8311.00981293118,339.30131588851026,11318.863006795973,Medium
47,56438.12560313002,7070.906443779767,577.5770531847503,17689.040664491164,Medium
46,41173.92961624726,8223.727439715753,443.5104409377265,15770.087889152986,Medium
39,40193.689626456784,8590.938880091167,340.8758048331909,12541.670980321638,Medium
41,34630.81337432898,10624.981888163959,431.9162714738322,13568.227665025777,Medium
52,52073.470477721836,8763.731556724651,544.8492859811889,12141.945493044539,High
34,35930.832489991946,2733.401777919746,336.3113568135154,17915.088558764888,Medium
45,44226.548344327224,8003.4711471175015,438.9869498514555,15084.377161893433,Medium
37,40569.38722045069,9420.2614286965,417.4451978031043,12983.744077665011,Medium
37,37495.072247436285,4232.208817824301,327.32009228700895,11013.92283586614,Medium
50,47387.926358112454,7646.160215736832,482.9523328565732,8107.295688946642,High
48,45165.933410988306,9911.837172102225,453.8925068943306,13603.969244207823,Medium
48,52054.56886307848,9368.057494477072,534.6947298810294,14627.841408183947,Medium
53,49731.289850965164,11788.932963106454,544.2747101643172,13431.48653434146,High
40,44577.01485242468,5542.546479108842,346.7502951339365,9505.340375597581,Medium
46,52113.55896415965,8550.042811662664,411.77468033686154,12782.244112322149,Medium
36,27656.43068826935,9590.370804806196,453.67075618060755,13114.586530644145,Medium
43,48664.631936505175,6214.207612726432,484.160887405352,16667.262825122456,Medium
38,48302.11349222349,10553.824592620538,422.077514076174,11912.888864819077,Medium
40,41260.01880600964,5865.166028222622,400.6123470486671,10297.863822297186,Medium
45,47995.420926474115,10698.763154755223,525.4236620060204,12412.846379562667,Medium
31,36185.02662184579,5454.082979573749,254.82976070108708,9598.602006780133,Medium
60,58622.58842410489,9710.183484722047,637.6483756102245,18654.090373027622,High
29,29911.401117689347,4806.201905694803,267.83632467372183,10004.877558522297,Low
27,20429.002351884454,6489.858376357988,257.5553340172385,6781.920348250596,Low
51,51693.17514265225,10186.292010197018,546.2894632416194,16887.873397514395,High
47,49490.55997822271,11636.938822886688,462.82212456592464,15450.711704275032,Medium
46,48580.81511463234,12071.480121869763,438.2650070269371,12614.721730382651,Medium
46,51327.123617987905,6833.938669364299,435.24211759560376,8641.526933271027,Medium
39,35125.989109322356,5287.46171017931,290.6827127244438,9045.189955404181,Medium
31,28336.966216632518,3590.4124527583167,348.1601809637828,14002.785978382206,Medium
40,49477.53672995677,6201.607807903962,349.6684963600603,6919.285220854531,Medium
33,32248.35813118145,8808.429041639489,422.9204702829639,13852.566725919667,Medium
49,50000.16893656164,10920.72390133347,475.61937250925035,9514.257299901255,Medium
38,37664.949791373896,6509.944854155136,445.47198987229785,9080.549318731555,Medium
31,26891.595868474888,6177.794818754332,219.54844836586597,8175.8430412643465,Medium
36,44117.64605445903,10008.611010331877,396.57415105992993,16146.90924885932,Medium
44,41361.49294039697,12616.02170195824,489.42778662559056,13278.392873100542,Medium
34,28363.57238146535,7318.768666885604,405.1781817182217,9557.98451771491,Medium
31,28746.29861348624,881.4376319052026,233.59806136066933,6493.961900318981,Medium
42,31991.46999137233,8994.574189519946,384.86406814565356,14165.88284026775,Medium
42,38743.56267508409,10269.496259082694,448.825497637804,11061.844666287087,Medium
34,29159.357010738368,7249.26463171215,347.4220989422055,9512.988322669293,Medium
35,38087.14315463662,8453.029837469567,364.66798212819174,9424.936485044364,Medium
42,38632.92880220064,9114.130748920768,401.9856697095334,14759.586523757638,Medium
25,29439.01967789424,2530.7091650362695,327.5399307527846,9785.362657441758,Low
25,31992.419965346606,3227.5231332730746,380.4232724139907,4828.8345415069925,Low
32,35905.87668143799,5757.695625739687,325.1989962004545,7718.226025778344,Medium
37,35923.058555699616,9530.829556476703,392.6710622752626,8922.364123967667,Medium
43,43705.57248352796,7068.231863358758,432.8121872811409,13450.05611326225,Medium
54,46375.0752992797,11711.805266335294,604.2026699523718,18920.084557374666,High
48,47331.1031373938,10207.385187842394,521.4558142128406,14989.99597827031,Medium
38,33697.807659665836,10772.39453015826,326.6809714681578,4828.056916521952,Medium
39,42471.63190574649,7716.640443741171,359.36489947526775,13979.259558800859,Medium
29,41863.76194622237,2290.483163447483,239.53516034970565,4653.027396338672,Low
39,41499.10817986904,9093.740929793556,524.7411166097755,9554.278828638118,Medium
37,27044.299255226666,11676.110423268008,401.7655891791035,11695.294095151263,Medium
43,41193.84903542814,10024.766689732913,400.2156886945109,12648.34242829232,Medium
31,31612.454626872273,4624.676816379186,276.222397968758,11918.205602082384,Medium
45,45436.78712630132,6836.10824164207,490.26156364834554,11667.742103103217,Medium
55,51345.93437195623,9094.06233298519,595.2460074829567,13600.158651329873,High
38,39226.45871318468,11606.623760764092,419.90538565422054,10465.07182474275,Medium
44,37787.49581540306,8145.345118957128,418.722132067514,16131.05800692844,Medium
46,41275.45638657467,7874.713212343945,475.29218222070887,15689.018613246462,Medium
35,38228.988208018556,6683.126711745534,355.5457548816692,10761.444023767252,Medium
42,36921.68384560087,7766.185902788597,373.18698137807866,16577.889564008572,Medium
40,42691.05802746129,11135.300719575007,353.6753078561989,15434.568728415472,Medium
40,33152.68112671971,5971.0450179673935,420.59825222715676,14365.446708428299,Medium
