Age,AnnualIncome,BankruptcyHistory,BaseInterestRate,CheckingAccountBalance,CreditCardUtilizationRate,CreditScore,EducationLevel_Associate,EducationLevel_Bachelor,EducationLevel_Doctorate,EducationLevel_High School,EducationLevel_Master,EmploymentStatus_Employed,EmploymentStatus_Self-Employed,EmploymentStatus_Unemployed,Experience,HomeOwnershipStatus_Mortgage,HomeOwnershipStatus_Other,HomeOwnershipStatus_Own,HomeOwnershipStatus_Rent,InterestRate,JobTenure,LengthOfCreditHistory,LoanAmount,LoanApproved,LoanDuration,LoanPurpose_Auto,LoanPurpose_Debt Consolidation,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,MonthlyDebtPayments,MonthlyIncome,MonthlyLoanPayment,NetWorth,NumberOfCreditInquiries,NumberOfDependents,NumberOfOpenCreditLines,PreviousLoanDefaults,RiskScore,SavingsAccountBalance,TotalAssets,TotalDebtToIncomeRatio,TotalLiabilities,LoanApprovedAI,LoanApprovedCompare
34.0,33050.0,False,0.202504,2047.0,0.3644640151968695,635.0,False,False,False,False,True,True,False,False,15.0,True,False,False,False,0.2175797563005555,4.0,20.0,15004.0,False,60.0,False,False,False,True,False,False,True,False,False,259.0,2754.1666666666665,412.33214059509993,7808.0,2.0,0.0,2.0,False,50.0,871.0,16622.0,0.243751458007298,64169.0,True,False
34.0,15000.0,False,0.272879,1681.0,0.3663680399126467,615.0,False,False,False,True,False,True,False,False,13.0,False,False,False,True,0.2733851961921854,8.0,2.0,45379.0,False,96.0,False,False,False,True,False,False,False,True,False,243.0,1250.0,1168.2111711079965,54357.0,1.0,0.0,2.0,False,59.0,3773.0,70338.0,1.128968936886397,15981.0,False,True
42.0,93076.0,False,0.193236,1527.0,0.4691395934293889,601.0,False,False,False,True,False,True,False,False,21.0,True,False,False,False,0.1740088207973197,4.0,24.0,18736.0,True,24.0,True,False,False,False,False,False,True,False,False,307.0,7756.333333333333,929.9632765305996,160354.0,0.0,4.0,0.0,False,34.4,1093.0,162481.0,0.159477838737883,2127.0,True,True
18.0,111675.0,False,0.261309,4389.0,0.1059329637594712,524.0,False,True,False,False,False,True,False,False,0.0,True,False,False,False,0.2569146323118727,8.0,3.0,28309.0,False,48.0,False,False,False,False,True,False,False,True,False,239.0,9306.25,949.5957535705888,21123.0,4.0,1.0,2.0,False,51.0,22576.0,39922.0,0.1277201615656777,18799.0,False,True
19.0,28623.0,False,0.27492,1621.0,0.2259897568393164,586.0,False,True,False,False,False,True,False,False,0.0,True,False,False,False,0.2599827335580291,5.0,13.0,62920.0,False,60.0,False,True,False,False,False,False,True,False,False,199.0,2385.25,1883.7900095648915,5119.0,1.0,0.0,3.0,True,66.0,6438.0,29764.0,0.8731956858043776,45549.0,False,True
33.0,36717.0,False,0.2209729999999999,429.0,0.1537471276006502,599.0,False,False,False,True,False,True,False,False,11.0,False,False,True,False,0.2180249504890756,4.0,22.0,15473.0,False,60.0,False,False,True,False,False,False,True,False,False,872.0,3059.75,425.6117016717157,13904.0,0.0,1.0,6.0,False,56.0,3006.0,38656.0,0.4240907595952989,24752.0,False,True
27.0,26909.0,False,0.235296,625.0,0.4501032448410716,545.0,False,True,False,False,False,True,False,False,5.0,False,False,False,True,0.212482594620325,2.0,6.0,22796.0,False,36.0,False,True,False,False,False,False,True,False,False,287.0,2242.4166666666665,861.7492867482024,20660.0,0.0,1.0,2.0,False,63.0,3804.0,43398.0,0.5122818180154755,22738.0,False,True
43.0,56527.0,False,0.236812,1738.0,0.405604511818463,571.0,False,False,False,True,False,False,True,False,25.0,True,False,False,False,0.2516683386807807,6.0,17.0,37312.0,False,36.0,False,False,False,True,False,False,False,True,False,132.0,4710.583333333333,1486.8128823328664,178928.0,1.0,3.0,8.0,False,54.0,2986.0,195116.0,0.3436544410280821,16188.0,True,False
29.0,85723.0,False,0.248941,1354.0,0.4782953724763475,543.0,False,False,False,True,False,True,False,False,5.0,False,False,False,True,0.2409130854973996,9.0,28.0,35441.0,False,36.0,False,False,False,True,False,False,True,False,False,336.0,7143.583333333333,1392.151211281062,2330.0,1.0,2.0,1.0,False,52.0,8906.0,16868.0,0.2419165747275847,51794.0,False,True
23.0,15000.0,False,0.245696,1052.0,0.1770276446127876,516.0,False,False,False,True,False,True,False,False,3.0,False,False,False,True,0.2687527921774953,3.0,23.0,18696.0,False,36.0,False,False,False,True,False,False,False,True,False,229.0,1250.0,762.0178010532584,8197.0,0.0,2.0,4.0,False,59.0,4176.0,22005.0,0.7928142408426067,105402.0,False,True
57.0,68155.0,False,0.227011,688.0,0.1309039407131288,550.0,False,False,False,False,True,True,False,False,34.0,False,False,False,True,0.2209150486951936,10.0,16.0,17011.0,True,36.0,False,False,True,False,False,False,True,False,False,259.0,5679.583333333333,650.4633464267891,5835.0,0.0,0.0,3.0,False,39.2,1570.0,7386.0,0.1601285328607067,20134.0,True,True
37.0,31376.0,False,0.241102,445.0,0.3004523286220007,547.0,False,False,False,True,False,True,False,False,14.0,True,False,False,False,0.2439702770782585,5.0,23.0,19602.0,False,48.0,False,True,False,False,False,False,False,True,False,575.0,2614.6666666666665,643.3712481325036,142606.0,1.0,4.0,0.0,False,53.0,4214.0,194932.0,0.4659757450787241,52326.0,False,True
40.0,49147.0,False,0.29693,5909.0,0.3961172672933452,547.0,False,False,False,True,False,True,False,False,15.0,True,False,False,False,0.2928270617675572,7.0,5.0,45430.0,False,84.0,False,False,False,True,False,False,True,False,False,322.0,4095.5833333333335,1277.1386799028578,19570.0,2.0,0.0,1.0,False,57.0,2377.0,81205.0,0.3904544358523265,61635.0,False,True
22.0,55031.0,False,0.238157,436.0,0.0890855213639062,572.0,True,False,False,False,False,True,False,False,2.0,False,False,True,False,0.223661829685678,8.0,18.0,19157.0,False,60.0,False,False,False,True,False,False,False,True,False,226.0,4585.916666666667,533.0916833408986,6620.0,2.0,2.0,3.0,False,49.0,2010.0,17339.0,0.1655267067669274,10719.0,False,True
33.0,47869.0,False,0.237903,610.0,0.145801995945731,600.0,False,False,False,False,True,True,False,False,15.0,True,False,False,False,0.190796287728555,5.0,4.0,22903.0,False,72.0,False,True,False,False,False,False,True,False,False,504.0,3989.0833333333335,536.4417597738748,38218.0,4.0,0.0,2.0,False,52.0,2148.0,48078.0,0.2608222673815307,9860.0,True,False
41.0,38219.0,False,0.271293,1157.0,0.263688224080948,543.0,False,False,False,True,False,False,False,True,18.0,True,False,False,False,0.3043829033005212,2.0,23.0,17793.0,False,84.0,True,False,False,False,False,False,True,False,False,716.0,3184.9166666666665,514.0096033830982,23181.0,0.0,0.0,2.0,False,58.0,2548.0,93857.0,0.3861983631334462,70676.0,False,True
26.0,36841.0,False,0.258343,1584.0,0.3267209585133124,536.0,True,False,False,False,False,True,False,False,0.0,True,False,False,False,0.2773710436739617,4.0,15.0,31343.0,False,48.0,False,True,False,False,False,False,False,True,False,527.0,3070.083333333333,1087.6610677280426,96952.0,1.0,0.0,0.0,False,57.0,165.0,108207.0,0.5259339543643362,11255.0,False,True
44.0,70785.0,False,0.221307,1395.0,0.2420007361103695,575.0,False,False,False,True,False,True,False,False,19.0,False,False,False,True,0.2048212747336826,6.0,13.0,23807.0,True,36.0,False,False,True,False,False,False,False,True,False,118.0,5898.75,890.6126214341275,146792.0,2.0,2.0,2.0,False,36.8,5195.0,164883.0,0.1709875179375507,18091.0,True,True
32.0,57690.0,False,0.228836,221.0,0.3764834086336798,519.0,True,False,False,False,False,True,False,False,9.0,True,False,False,False,0.2465535685782832,7.0,14.0,13336.0,False,24.0,False,False,False,True,False,False,True,False,False,231.0,4807.5,709.4586128922605,8580.0,2.0,2.0,0.0,False,50.0,5856.0,11848.0,0.1956232164102465,34689.0,True,False
36.0,52562.0,False,0.239569,1597.0,0.391498410293958,618.0,False,True,False,False,False,True,False,False,14.0,False,False,False,True,0.1916552,4.0,22.0,13569.0,True,96.0,False,True,False,False,False,False,False,True,False,413.0,4380.166666666667,277.29314173253766,163619.0,0.0,0.0,3.0,False,34.4,1047.0,172962.0,0.1575951771391965,9343.0,True,True
32.0,19983.0,False,0.191608,3369.0,0.5827074439077173,583.0,False,True,False,False,False,True,False,False,8.0,True,False,False,False,0.1938661383743494,7.0,9.0,8108.0,False,24.0,True,False,False,False,False,False,True,False,False,357.0,1665.25,410.23766757716345,3805.0,2.0,0.0,4.0,False,60.0,625.0,10988.0,0.4607342246372397,20008.0,True,False
62.0,42019.0,False,0.203035,1443.0,0.269066561428211,633.0,True,False,False,False,False,True,False,False,41.0,True,False,False,False,0.2027413952477906,6.0,8.0,14535.0,False,60.0,False,False,False,True,False,False,True,False,False,342.0,3501.583333333333,387.309054773825,125168.0,0.0,3.0,2.0,False,47.0,12715.0,158333.0,0.208279793838166,33165.0,True,False
39.0,76471.0,False,0.21626,8698.0,0.4358082898194738,623.0,True,False,False,False,False,True,False,False,16.0,True,False,False,False,0.2405097785172081,5.0,14.0,32760.0,False,48.0,False,False,False,False,True,False,True,False,False,246.0,6372.583333333333,1068.9595963886668,137741.0,0.0,0.0,4.0,False,46.0,25753.0,141325.0,0.2063463947988649,3584.0,True,False
27.0,38073.0,False,0.300196,4577.0,0.1798857842079536,555.0,False,False,False,True,False,True,False,False,3.0,False,False,False,True,0.3179423335539306,3.0,21.0,42696.0,False,96.0,False,False,False,True,False,False,False,False,True,199.0,3172.75,1231.258354384544,629410.0,3.0,0.0,4.0,False,48.0,2735.0,655065.0,0.4507945329397349,25655.0,False,True
49.0,75313.0,False,0.236032,789.0,0.3573521261827803,580.0,True,False,False,False,False,True,False,False,24.0,True,False,False,False,0.2075079663720485,4.0,7.0,31032.0,False,48.0,True,False,False,False,False,False,True,False,False,1100.0,6276.083333333333,956.7728617404356,34250.0,1.0,1.0,4.0,False,55.0,9209.0,40144.0,0.3277159898143113,5894.0,True,False
25.0,66152.0,False,0.327065,653.0,0.2470972756116049,434.0,False,False,False,True,False,True,False,False,0.0,False,False,True,False,0.3467948997020133,3.0,3.0,29065.0,False,72.0,True,False,False,False,False,False,True,False,False,408.0,5512.666666666667,963.8957115496684,14013.0,2.0,3.0,2.0,True,61.0,2554.0,28554.0,0.2488624461633211,14541.0,False,True
42.0,88896.0,False,0.209676,400.0,0.3907164676722613,592.0,False,True,False,False,False,False,True,False,19.0,False,False,True,False,0.2254146119399659,8.0,4.0,20676.0,False,36.0,False,False,False,True,False,False,True,False,False,556.0,7408.0,795.4292106071345,60572.0,0.0,0.0,3.0,False,53.0,3663.0,80265.0,0.18242834916403,19693.0,True,False
18.0,51659.0,False,0.21345,1156.0,0.2482203998059821,608.0,False,False,True,False,False,False,False,True,0.0,True,False,False,False,0.2322750789708888,8.0,23.0,32450.0,False,36.0,False,False,False,True,False,True,False,False,False,404.0,4304.916666666667,1259.9815571745364,67866.0,2.0,5.0,0.0,False,52.0,1994.0,70671.0,0.3865304919974145,2805.0,False,True
24.0,43909.0,False,0.230916,1566.0,0.0914484189711008,599.0,False,False,True,False,False,True,False,False,2.0,True,False,False,False,0.2210363879160912,6.0,17.0,25416.0,True,60.0,False,False,False,True,False,False,False,True,False,412.0,3659.0833333333335,703.4607417833159,533229.0,0.0,1.0,4.0,False,36.8,6340.0,548973.0,0.3048470450568172,15744.0,False,False
42.0,15000.0,False,0.314797,3607.0,0.2406720890039728,589.0,False,False,False,False,True,True,False,False,23.0,False,False,True,False,0.3777564,8.0,9.0,54297.0,False,120.0,False,False,True,False,False,True,False,False,False,391.0,1250.0,1751.733394950122,9268.0,0.0,1.0,2.0,False,61.0,4099.0,14627.0,1.7141867159600976,5359.0,False,True
48.0,50840.0,False,0.230968,1091.0,0.4510462354573575,570.0,False,True,False,False,False,True,False,False,27.0,False,False,False,True,0.229548216363984,6.0,23.0,20968.0,False,48.0,False,False,False,True,False,True,False,False,False,230.0,4236.666666666667,671.5363496180765,23852.0,1.0,0.0,4.0,False,53.0,12209.0,29182.0,0.2127937882654783,5330.0,True,False
42.0,49432.0,False,0.250609,516.0,0.1508652389598113,655.0,False,True,False,False,False,True,False,False,20.0,False,False,True,False,0.2546857257445267,4.0,25.0,43109.0,False,96.0,False,True,False,False,False,False,True,False,False,189.0,4119.333333333333,1055.4919718821732,5157.0,3.0,2.0,1.0,False,48.0,2147.0,20821.0,0.3021100433441107,21922.0,False,True
38.0,46651.0,False,0.2601,3410.0,0.2402751684713623,578.0,False,False,False,True,False,True,False,False,17.0,True,False,False,False,0.2377445920110619,1.0,23.0,34100.0,False,72.0,False,False,False,True,False,False,True,False,False,489.0,3887.5833333333335,893.0818715999869,30271.0,0.0,0.0,4.0,False,55.0,4714.0,92702.0,0.3555118316691998,62431.0,False,True
36.0,46669.0,False,0.254315,344.0,0.1595722811204542,585.0,False,True,False,False,False,True,False,False,13.0,True,False,False,False,0.305178,5.0,11.0,31815.0,False,72.0,False,True,False,False,False,False,False,False,True,443.0,3889.0833333333335,967.7730183709208,2622.0,1.0,2.0,3.0,False,54.0,6664.0,37754.0,0.362752067120595,48482.0,False,True
22.0,30619.0,False,0.260056,1743.0,0.3815858054789254,486.0,True,False,False,False,False,True,False,False,1.0,True,False,False,False,0.2274190566996228,4.0,21.0,8056.0,False,48.0,False,False,False,True,False,False,True,False,False,644.0,2551.583333333333,257.06882104094217,81356.0,2.0,0.0,3.0,False,53.0,4743.0,92664.0,0.353141051389376,11308.0,False,True
31.0,15000.0,False,0.233052,1374.0,0.411646262738942,594.0,True,False,False,False,False,False,False,True,6.0,False,False,False,True,0.2174814284025878,2.0,1.0,35052.0,False,48.0,False,False,False,True,False,False,True,False,False,582.0,1250.0,1099.5638853378762,106950.0,0.0,1.0,4.0,False,64.0,4223.0,114021.0,1.345251108270301,7071.0,False,True
34.0,25310.0,False,0.2311659999999999,1241.0,0.1576173236137763,549.0,False,True,False,False,False,True,False,False,11.0,False,True,False,False,0.2662994559802799,7.0,27.0,20666.0,False,36.0,False,False,False,True,False,False,True,False,False,269.0,2109.1666666666665,839.5964351965628,85525.0,2.0,3.0,1.0,False,57.0,12849.0,103901.0,0.5256087405120013,18376.0,False,True
52.0,58241.0,False,0.307141,842.0,0.2361742229199439,511.0,False,False,False,True,False,True,False,False,30.0,True,False,False,False,0.2914198393145411,4.0,12.0,17641.0,False,108.0,False,True,False,False,False,False,True,False,False,710.0,4853.416666666667,463.1035790377182,8236.0,1.0,2.0,3.0,False,52.0,1062.0,56451.0,0.2417067520896381,48215.0,False,True
44.0,173589.0,False,0.240493,3698.0,0.1067668508924842,630.0,True,False,False,False,False,True,False,False,22.0,True,False,False,False,0.2342694594793587,7.0,28.0,10493.0,True,108.0,False,False,False,True,False,False,False,True,False,591.0,14465.75,233.8250295259901,85885.0,0.0,0.0,5.0,False,33.6,5412.0,121184.0,0.0570191680020731,35299.0,True,True
18.0,48287.0,False,0.242965,1560.0,0.3350028052346291,568.0,False,False,False,False,True,False,False,True,0.0,True,False,False,False,0.2342718927259227,1.0,7.0,21965.0,False,60.0,True,False,False,False,False,False,True,False,False,569.0,4023.9166666666665,624.6065939946494,63852.0,2.0,2.0,3.0,False,55.0,1471.0,71972.0,0.2966280598905667,8120.0,False,True
43.0,58404.0,False,0.210399,1710.0,0.1570458391219648,594.0,False,False,False,True,False,True,False,False,19.0,False,True,False,False,0.2285935241712056,4.0,26.0,22399.0,False,36.0,False,False,False,True,False,False,True,False,False,1242.0,4867.0,865.4179291004874,23714.0,0.0,2.0,3.0,True,61.0,1260.0,38103.0,0.4330014236902584,14389.0,True,False
35.0,84613.0,False,0.199981,2229.0,0.3837852503878791,593.0,True,False,False,False,False,False,True,False,14.0,True,False,False,False,0.2101895378503449,4.0,27.0,11481.0,True,36.0,False,False,True,False,False,True,False,False,False,1121.0,7051.083333333333,432.6591845765254,26054.0,1.0,0.0,4.0,False,43.2,2056.0,36373.0,0.2203433303974366,10319.0,True,True
31.0,26796.0,False,0.274544,272.0,0.6291945852937246,582.0,False,False,False,False,True,True,False,False,10.0,True,False,False,False,0.2920250829180116,2.0,9.0,10544.0,False,120.0,False,False,False,False,True,False,True,False,False,569.0,2233.0,271.76793337769465,44475.0,1.0,1.0,2.0,False,59.0,4299.0,45889.0,0.3765194506841444,1414.0,False,True
47.0,70564.0,False,0.191593,387.0,0.2118484487361359,623.0,False,True,False,False,False,True,False,False,25.0,False,False,False,True,0.2242814722918571,3.0,3.0,28093.0,False,24.0,True,False,False,False,False,True,False,False,False,535.0,5880.333333333333,1463.3595567362074,197681.0,1.0,0.0,4.0,False,50.0,4810.0,263650.0,0.3398378022906084,65969.0,True,False
52.0,40846.0,False,0.213059,511.0,0.0306205840120419,672.0,False,True,False,False,False,True,False,False,32.0,True,False,False,False,0.2273626735787305,5.0,11.0,34059.0,False,72.0,False,False,True,False,False,False,True,False,False,692.0,3403.833333333333,870.7185684219855,23241.0,1.0,1.0,7.0,False,50.0,2371.0,61866.0,0.4591054894252516,38625.0,True,False
51.0,72551.0,False,0.217725,1194.0,0.1286311030280663,603.0,False,False,False,True,False,True,False,False,30.0,True,False,False,False,0.227551276572339,6.0,21.0,24225.0,False,48.0,True,False,False,False,False,False,True,False,False,301.0,6045.916666666667,773.2004347451801,6148.0,1.0,3.0,2.0,True,52.0,6764.0,66460.0,0.1776737083836496,100275.0,True,False
29.0,51326.0,False,0.24766,479.0,0.1388325306523651,573.0,True,False,False,False,False,True,False,False,7.0,True,False,False,False,0.2598249787508772,5.0,10.0,39160.0,False,48.0,False,False,False,False,True,False,False,True,False,303.0,4277.166666666667,1319.984164932854,9868.0,1.0,0.0,3.0,False,53.0,7311.0,55316.0,0.3794531032847727,87149.0,False,True
36.0,67699.0,False,0.220095,504.0,0.3101570125766353,632.0,False,False,False,False,True,True,False,False,12.0,False,False,False,True,0.2411360275579795,4.0,19.0,21095.0,False,72.0,False,True,False,False,False,False,True,False,False,564.0,5641.583333333333,556.8201673998749,3393.0,0.0,0.0,2.0,True,53.0,18625.0,21824.0,0.1986712064993352,26329.0,True,False
43.0,38754.0,False,0.201935,895.0,0.4152147157377789,589.0,False,True,False,False,False,False,True,False,20.0,False,False,False,True,0.1807534276737618,2.0,1.0,21435.0,False,24.0,False,False,False,True,False,True,False,False,False,262.0,3229.5,1070.903607211529,4564.0,1.0,0.0,2.0,False,65.0,1985.0,11604.0,0.4127275451963242,61555.0,True,False
51.0,81693.0,False,0.210925,2924.0,0.1886663104143912,596.0,False,True,False,False,False,True,False,False,28.0,True,False,False,False,0.2124187363026428,5.0,14.0,13925.0,True,48.0,False,False,False,True,False,False,False,True,False,542.0,6807.75,433.0109335101653,68047.0,1.0,4.0,2.0,False,36.8,1412.0,85208.0,0.1432207313003805,17161.0,True,True
34.0,124227.0,False,0.258595,2864.0,0.2452582996330175,593.0,False,False,False,True,False,True,False,False,10.0,True,False,False,False,0.2942944626459526,5.0,8.0,10095.0,False,108.0,True,False,False,False,False,True,False,False,False,436.0,10352.25,267.08411133640635,3647.0,2.0,2.0,2.0,False,49.0,3342.0,24340.0,0.0679160676506466,30594.0,False,True
37.0,21986.0,False,0.302177,2095.0,0.1159997859432591,517.0,False,False,False,True,False,True,False,False,15.0,True,False,False,False,0.2417416,7.0,7.0,55677.0,False,60.0,False,False,True,False,False,False,False,True,False,262.0,1832.1666666666667,1607.347321231851,81858.0,0.0,0.0,2.0,False,58.0,745.0,94889.0,1.0202932709352412,13031.0,False,True
26.0,48840.0,False,0.283779,1976.0,0.3620369127432221,540.0,False,False,True,False,False,True,False,False,3.0,False,False,True,False,0.2852493894477849,6.0,10.0,38779.0,False,72.0,False,False,False,True,False,False,False,True,False,408.0,4070.0,1130.0094313960765,37173.0,1.0,1.0,4.0,False,55.0,27458.0,59602.0,0.3778892951833111,22429.0,False,True
25.0,38634.0,False,0.278979,1101.0,0.1136792003615442,494.0,True,False,False,False,False,True,False,False,3.0,False,False,False,True,0.29352614433598,2.0,24.0,10979.0,False,72.0,False,True,False,False,False,False,False,True,False,774.0,3219.5,325.7255995578843,128995.0,1.0,0.0,2.0,False,50.0,2163.0,169008.0,0.3415827301002902,40013.0,False,True
49.0,69811.0,False,0.20881,1449.0,0.3345287087893833,580.0,False,True,False,False,False,True,False,False,26.0,False,False,True,False,0.1992699787371709,4.0,12.0,23810.0,True,24.0,False,False,True,False,False,False,True,False,False,420.0,5817.583333333333,1210.980097174935,90207.0,0.0,2.0,0.0,False,40.0,1347.0,132541.0,0.2803535426522929,42334.0,True,True
56.0,35357.0,False,0.214951,1129.0,0.0784937683663289,582.0,False,False,False,True,False,True,False,False,35.0,False,False,True,False,0.1908718178874893,5.0,19.0,20951.0,False,36.0,True,False,False,False,False,False,False,True,False,421.0,2946.4166666666665,768.904084909565,111077.0,1.0,1.0,1.0,False,52.0,3214.0,113294.0,0.4038478665869497,2217.0,True,False
39.0,15000.0,False,0.219706,1247.0,0.309889190956771,589.0,False,True,False,False,False,True,False,False,21.0,False,False,False,True,0.2198576269396725,5.0,21.0,19206.0,False,48.0,False,False,True,False,False,False,True,False,False,475.0,1250.0,604.957290555621,7695.0,1.0,4.0,2.0,False,60.0,3287.0,24295.0,0.8639658324444969,52071.0,False,True
52.0,138831.0,False,0.213452,1403.0,0.0898654270083767,599.0,False,False,False,False,True,True,False,False,30.0,True,False,False,False,0.2436308178438162,0.0,7.0,17952.0,True,48.0,False,False,False,False,True,False,True,False,False,507.0,11569.25,588.8773831749895,10398.0,0.0,0.0,7.0,False,38.400000000000006,3794.0,7326.0,0.0947232865721623,6633.0,True,True
44.0,89581.0,False,0.215152,822.0,0.0097703136230487,613.0,False,True,False,False,False,True,False,False,19.0,False,True,False,False,0.2068176462079518,4.0,9.0,26652.0,True,48.0,False,False,False,True,False,False,True,False,False,341.0,7465.083333333333,820.7425694042207,196687.0,0.0,2.0,3.0,False,33.6,4722.0,209762.0,0.1556235232119606,13075.0,True,True
32.0,15000.0,False,0.274659,154.0,0.1276521536779059,547.0,False,False,False,True,False,True,False,False,8.0,False,False,False,True,0.2517164336866763,2.0,22.0,33159.0,False,72.0,False,True,False,False,False,False,True,False,False,480.0,1250.0,896.7054671869552,61022.0,0.0,2.0,1.0,False,57.0,1138.0,64836.0,1.101364373749564,3814.0,False,True
44.0,29516.0,False,0.189935,2256.0,0.6751543536695164,604.0,False,True,False,False,False,True,False,False,20.0,True,False,False,False,0.1947520838100123,5.0,19.0,26935.0,False,12.0,False,False,False,True,False,False,True,False,False,238.0,2459.6666666666665,2488.3502784865723,41988.0,2.0,3.0,3.0,False,59.0,4246.0,53546.0,1.1084226637023604,11558.0,True,False
58.0,178873.0,False,0.191738,1229.0,0.3784066208591745,668.0,False,True,False,False,False,False,True,False,33.0,True,False,False,False,0.1533904,8.0,7.0,20738.0,True,60.0,False,False,False,True,False,True,False,False,False,270.0,14906.083333333334,497.0539124008389,1505.0,3.0,1.0,4.0,True,41.6,2249.0,47207.0,0.0514591187535853,88780.0,True,True
